;Audio;TIPO;Group_x;ID_leaf_x;PlaylistID;Tratamiento_significado;parentesco;asociacion;riesgo
0;2;;5;982126058484301;Gr5_4301_1;;;;
1;3;;5;982126057845119;Gr5_5119_1;;;;
2;4;START;9;982126058484277;Gr9_4277_1;;;;
3;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
4;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
5;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
6;4;R*;9;982126058484277;Gr9_4277_1;P-A;P;A;
7;4;R*;9;982126058484277;Gr9_4277_1;P-A;P;A;
8;4;R*;9;982126058484277;Gr9_4277_1;P-A;P;A;
9;4;R*;9;982126058484277;Gr9_4277_1;P-A;P;A;
10;4;R*;9;982126058484277;Gr9_4277_1;P-A;P;A;
11;4;R*;9;982126058484277;Gr9_4277_1;P-A;P;A;
12;4;R*;9;982126058484277;Gr9_4277_1;P-A;P;A;
13;4;O;9;982126058484277;Gr9_4277_1;P-A;P;A;
14;4;O;9;982126058484277;Gr9_4277_1;P-A;P;A;
15;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
16;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
17;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
18;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
19;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
20;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
21;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
22;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
23;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
24;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
25;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
26;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
27;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
28;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
29;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
30;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
31;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
32;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
33;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
34;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
35;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
36;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
37;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
38;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
39;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
40;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
41;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
42;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
43;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
44;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
45;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
46;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
47;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
48;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
49;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
50;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
51;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
52;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
53;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
54;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
55;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
56;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
57;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
58;4;E;9;982126058484277;Gr9_4277_1;P-A;P;A;
59;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
60;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
61;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
62;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
63;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
64;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
65;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
66;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
67;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
68;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
69;4;O;9;982126058484277;Gr9_4277_1;P-A;P;A;
70;4;O;9;982126058484277;Gr9_4277_1;P-A;P;A;
71;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
72;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
73;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
74;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
75;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
76;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
77;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
78;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
79;4;O;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
80;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
81;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
82;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
83;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
84;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
85;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
86;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
87;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
88;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
89;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
90;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
91;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
92;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
93;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
94;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
95;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
96;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
97;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
98;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
99;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
100;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
101;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
102;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
103;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
104;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
105;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
106;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
107;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
108;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
109;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
110;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
111;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
112;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
113;4;E;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
114;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
115;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
116;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
117;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
118;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
119;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
120;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
121;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
122;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
123;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
124;4;R*;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
125;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
126;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
127;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
128;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS;NP;NOAS;
129;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
130;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
131;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
132;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
133;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
134;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
135;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
136;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
137;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
138;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
139;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
140;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
141;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
142;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
143;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
144;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
145;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
146;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
147;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
148;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
149;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
150;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
151;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
152;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
153;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
154;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
155;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
156;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
157;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
158;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
159;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
160;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
161;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
162;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
163;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
164;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
165;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
166;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
167;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
168;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
169;4;R;9;982126058484277;Gr9_4277_1;P-A;P;A;
170;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
171;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
172;4;E;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
173;4;E;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
174;4;E;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
175;4;E;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
176;4;E;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
177;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
178;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
179;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
180;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
181;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
182;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
183;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
184;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
185;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
186;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
187;4;R;9;982126058484277;Gr9_4277_1;P-NOAS;P;NOAS;
188;4;E;9;982126058484277;Gr9_4277_1;SIL;SIL;SIL;
189;4;TRAN1;9;982126058484277;Gr9_4277_1;;;;
190;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_I;P;NOAS;I
191;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_I;P;NOAS;I
192;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_I;P;NOAS;I
193;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_I;P;NOAS;I
194;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_I;P;NOAS;I
195;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_I;P;NOAS;I
196;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_I;P;NOAS;I
197;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_I;P;NOAS;I
198;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_I;P;NOAS;I
199;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_I;P;NOAS;I
200;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_I;P;NOAS;I
201;4;E;9;982126058484277;Gr9_4277_1;SIL_1;SIL_1;SIL_1;
202;4;E;9;982126058484277;Gr9_4277_1;SIL_1;SIL_1;SIL_1;
203;4;E;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
204;4;E;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
205;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
206;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
207;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
208;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
209;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
210;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
211;4;R*;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
212;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
213;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
214;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
215;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
216;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
217;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
218;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
219;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
220;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
221;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
222;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
223;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
224;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
225;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
226;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
227;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
228;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
229;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
230;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
231;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
232;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
233;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
234;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
235;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
236;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
237;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
238;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
239;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
240;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
241;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
242;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
243;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
244;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_I;NP;NOAS;I
245;4;E;9;982126058484277;Gr9_4277_1;SIL_2;SIL_2;SIL_2;
246;4;E;9;982126058484277;Gr9_4277_1;SIL_2;SIL_2;SIL_2;
247;4;E;9;982126058484277;Gr9_4277_1;SIL_2;SIL_2;SIL_2;
248;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
249;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
250;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
251;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
252;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
253;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
254;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
255;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
256;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
257;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
258;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
259;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
260;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
261;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
262;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
263;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
264;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
265;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
266;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
267;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
268;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
269;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
270;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
271;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
272;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
273;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
274;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
275;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
276;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
277;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
278;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
279;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
280;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
281;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
282;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
283;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
284;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
285;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
286;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
287;4;R;9;982126058484277;Gr9_4277_1;NP-NOAS_D;NP;NOAS;D
288;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
289;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
290;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
291;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
292;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
293;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
294;4;E;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
295;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
296;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
297;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
298;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
299;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
300;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
301;4;E;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
302;4;TRAN2;9;982126058484277;Gr9_4277_1;SIL_4;SIL_4;SIL_4;
303;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
304;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
305;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
306;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
307;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
308;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
309;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
310;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
311;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
312;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
313;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
314;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
315;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
316;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
317;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
318;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
319;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
320;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
321;4;O;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
322;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
323;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
324;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
325;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
326;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
327;4;O;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
328;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
329;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
330;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
331;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
332;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
333;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
334;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
335;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
336;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
337;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
338;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
339;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
340;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
341;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
342;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
343;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
344;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
345;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
346;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
347;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
348;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
349;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
350;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
351;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
352;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
353;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
354;4;R;9;982126058484277;Gr9_4277_1;P-A_D;P;A;D
355;4;R;9;982126058484277;Gr9_4277_1;SIL_5;SIL_5;SIL_5;
356;4;R;9;982126058484277;Gr9_4277_1;SIL_5;SIL_5;SIL_5;
357;4;R;9;982126058484277;Gr9_4277_1;SIL_5;SIL_5;SIL_5;
358;4;R;9;982126058484277;Gr9_4277_1;SIL_5;SIL_5;SIL_5;
359;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
360;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
361;4;R;9;982126058484277;Gr9_4277_1;P-NOAS_D;P;NOAS;D
