index;sitio;fecha;hora;playlist;tipo;tratamiento;hora_especifica;comportamiento;id;archivo_video;archivo_tabla_de_selección;observaciones
76;3;11/04/2024;21:25:00;26;T6; SIL;;AUSENCIA;;;;
76;3;11/04/2024;21:26:00;26;T7;DIS;21:26:29;TRANSITO;Phyllostomidae SP4;NOR_GCH0001_000000_20240411211958_0731;;
76;3;11/04/2024;21:27:00;26;T8; SIL;;AUSENCIA;;;;
76;3;11/04/2024;21:28:00;26;T9; RES;;AUSENCIA;;;;
76;3;11/04/2024;21:29:00;26;T10; SIL;;AUSENCIA;;;;
76;3;11/04/2024;21:30:00;26;T11; RUI;;AUSENCIA;;;;
42;2;7/04/2024;22:00:00;26;T1;RUI;;AUSENCIA;;;;
42;2;7/04/2024;22:01:00;26;T2; SIL;;AUSENCIA;;;;
42;2;7/04/2024;22:02:00;26;T3; DIS;;AUSENCIA;;;;
42;2;7/04/2024;22:03:00;26;T4; SIL;;AUSENCIA;;;;
42;2;7/04/2024;22:04:00;26;T5; RES;;AUSENCIA;;;;
42;2;7/04/2024;22:05:00;26;T6; SIL;;AUSENCIA;;;;
42;2;7/04/2024;22:06:00;26;T7;DIS;;AUSENCIA;;;;
42;2;7/04/2024;22:07:00;26;T8; SIL;;AUSENCIA;;;;
42;2;7/04/2024;22:08:00;26;T9; RES;;AUSENCIA;;;;
42;2;7/04/2024;22:09:00;26;T10; SIL;;AUSENCIA;;;;
42;2;7/04/2024;22:10:00;26;T11; RUI;;AUSENCIA;;;;
73;3;11/04/2024;20:20:00;27;T1;RES;;AUSENCIA;;;;
73;3;11/04/2024;20:21:00;27;T2; SIL;;AUSENCIA;;;;
73;3;11/04/2024;20:22:00;27;T3; DIS;;AUSENCIA;;;;
73;3;11/04/2024;20:23:00;27;T4; SIL ;;AUSENCIA;;;;
73;3;11/04/2024;20:24:00;27;T5;RUI;;AUSENCIA;;;;
73;3;11/04/2024;20:25:00;27;T6; SIL;;AUSENCIA;;;;
73;3;11/04/2024;20:26:00;27;T7; DIS;;AUSENCIA;;;;
73;3;11/04/2024;20:27:00;27;T8;DIS;20:27:27;TRANSITO;NIDEA3;NOR_GCH0001_000000_20240411202000_0725;no abre en raven, en avisoft se ven unos sonidos que podrian ser consulta de TT;parece thytri pero tambien podria ser un derm
73;3;11/04/2024;20:27:00;27;T8;DIS;20:27:28;REVISION;NIDEA3;NOR_GCH0001_000000_20240411202000_0725;;parece thytri pero tambien podria ser un derm
73;3;11/04/2024;20:27:00;27;T8;DIS;20:27:29;REVISION;NIDEA3;NOR_GCH0001_000000_20240411202000_0725;;parece thytri pero tambien podria ser un derm
73;3;11/04/2024;20:27:00;27;T8;DIS;20:27:30;TRANSITO;NIDEA3;NOR_GCH0001_000000_20240411202000_0725;;parece thytri pero tambien podria ser un derm
73;3;11/04/2024;20:27:00;27;T8;DIS;20:27:31;REVISION;NIDEA3;NOR_GCH0001_000000_20240411202000_0725;;parece thytri pero tambien podria ser un derm
73;3;11/04/2024;20:27:00;27;T8;DIS;20:27:32;REVISION;NIDEA3;NOR_GCH0001_000000_20240411202000_0725;;parece thytri pero tambien podria ser un derm
73;3;11/04/2024;20:28:00;27;T9; RUI;;AUSENCIA;;;;
73;3;11/04/2024;20:29:00;27;T10; SIL;;AUSENCIA;;;;
73;3;11/04/2024;20:30:00;27;T11;  RES;;AUSENCIA;;;;
38;2;7/04/2024;20:40:00;27;T1;RES;;AUSENCIA;;;;
38;2;7/04/2024;20:41:00;27;T2; SIL;;AUSENCIA;;;;
38;2;7/04/2024;20:42:00;27;T3; DIS;;AUSENCIA;;;;
38;2;7/04/2024;20:43:00;27;T4; SIL ;;AUSENCIA;;;;
38;2;7/04/2024;20:44:00;27;T5;RUI;;AUSENCIA;;;;
38;2;7/04/2024;20:45:00;27;T6; SIL;;AUSENCIA;;;;
38;2;7/04/2024;20:46:00;27;T7; DIS;;AUSENCIA;;;;
38;2;7/04/2024;20:47:00;27;T8; SIL;;AUSENCIA;;;;
38;2;7/04/2024;20:48:00;27;T9; RUI;;AUSENCIA;;;;
38;2;7/04/2024;20:49:00;27;T10; SIL;;AUSENCIA;;;;
38;2;7/04/2024;20:50:00;27;T11;  RES;;AUSENCIA;;;;
74;3;11/04/2024;20:40:00;28;T1;RUI;;AUSENCIA;;;;
74;3;11/04/2024;20:41:00;28;T2; SIL;;AUSENCIA;;;;
74;3;11/04/2024;20:42:00;28;T3; RES;;AUSENCIA;;;;
74;3;11/04/2024;20:43:00;28;T4; SIL;;AUSENCIA;;;;
74;3;11/04/2024;20:44:00;28;T5; DIS;;AUSENCIA;;;;
74;3;11/04/2024;20:45:00;28;T6; SIL;;AUSENCIA;;;;
74;3;11/04/2024;20:46:00;28;T7;DIS;20:46:40;REVISION;NIDEA3;NOR_GCH0001_000000_20240411203959_0727;20240411_203838.Table.1.selections;Tamaño mediado a grande, color oscuro. En los seg que aparesen se ven unos sonidos parecidos a los de consulta pero no ccreo qie sea TT
74;3;11/04/2024;20:46:00;28;T7;DIS;20:46:41;REVISION;NIDEA4;NOR_GCH0001_000000_20240411203959_0727;;
74;3;11/04/2024;20:46:00;28;T7;DIS;20:46:42;TRANSITO;NIDEA4;NOR_GCH0001_000000_20240411203959_0727;;
74;3;11/04/2024;20:46:00;28;T7;DIS;20:46:44;REVISION;NIDEA4;NOR_GCH0001_000000_20240411203959_0727;;
74;3;11/04/2024;20:46:00;28;T7;DIS;20:46:45;TRANSITO;NIDEA4;NOR_GCH0001_000000_20240411203959_0727;;
74;3;11/04/2024;20:46:00;28;T7;DIS;20:46:46;TRANSITO;NIDEA4;NOR_GCH0001_000000_20240411203959_0727;;
74;3;11/04/2024;20:46:00;28;T7;DIS;20:46:47;REVISION;NIDEA4;NOR_GCH0001_000000_20240411203959_0727;;
74;3;11/04/2024;20:46:00;28;T7;DIS;20:46:48;TRANSITO;NIDEA4;NOR_GCH0001_000000_20240411203959_0727;;
74;3;11/04/2024;20:47:00;28;T8; SIL;;AUSENCIA;;;;
74;3;11/04/2024;20:48:00;28;T9; RUI;;AUSENCIA;;;;
74;3;11/04/2024;20:49:00;28;T10; SIL;;AUSENCIA;;;;
74;3;11/04/2024;20:50:00;28;T11; RES;;AUSENCIA;;;;
39;2;7/04/2024;21:00:00;28;T1;RUI;;AUSENCIA;;;;
39;2;7/04/2024;21:01:00;28;T2; SIL;;AUSENCIA;;;;
39;2;7/04/2024;21:02:00;28;T3; RES;;AUSENCIA;;;;
39;2;7/04/2024;21:03:00;28;T4; SIL;;AUSENCIA;;;;
39;2;7/04/2024;21:04:00;28;T5; DIS;;AUSENCIA;;;;
39;2;7/04/2024;21:05:00;28;T6; SIL;;AUSENCIA;;;;
39;2;7/04/2024;21:06:00;28;T7; DIS;;AUSENCIA;;;;
39;2;7/04/2024;21:07:00;28;T8; SIL;;AUSENCIA;;;;
39;2;7/04/2024;21:08:00;28;T9; RUI;;AUSENCIA;;;;
39;2;7/04/2024;21:09:00;28;T10; SIL;;AUSENCIA;;;;
39;2;7/04/2024;21:10:00;28;T11; RES;;AUSENCIA;;;;
43;2;7/04/2024;22:20:00;28;T1;RUI;;AUSENCIA;;;;
43;2;7/04/2024;22:21:00;28;T2; SIL;;AUSENCIA;;;;
43;2;7/04/2024;22:22:00;28;T3; RES;;AUSENCIA;;;;
43;2;7/04/2024;22:23:00;28;T4; SIL;;AUSENCIA;;;;
43;2;7/04/2024;22:24:00;28;T5; DIS;;AUSENCIA;;;;
43;2;7/04/2024;22:25:00;28;T6; SIL;;AUSENCIA;;;;
43;2;7/04/2024;22:26:00;28;T7; DIS;;AUSENCIA;;;;
43;2;7/04/2024;22:27:00;28;T8; SIL;;AUSENCIA;;;;
43;2;7/04/2024;22:28:00;28;T9; RUI;;AUSENCIA;;;;
43;2;7/04/2024;22:29:00;28;T10; SIL;;AUSENCIA;;;;
43;2;7/04/2024;22:30:00;28;T11; RES;;AUSENCIA;;;;
72;3;11/04/2024;20:00:00;29;T1;RES;;AUSENCIA;;;;
72;3;11/04/2024;20:01:00;29;T2; SIL;;AUSENCIA;;;;
72;3;11/04/2024;20:02:00;29;T3; RUI;;AUSENCIA;;;;
72;3;11/04/2024;20:03:00;29;T4; SIL;;AUSENCIA;;;;
72;3;11/04/2024;20:04:00;29;T5; DIS;;AUSENCIA;;;;
72;3;11/04/2024;20:05:00;29;T6; SIL;;AUSENCIA;;;;
72;3;11/04/2024;20:06:00;29;T7;RES;;AUSENCIA;;;;
72;3;11/04/2024;20:07:00;29;T8; SIL;;AUSENCIA;;;;
72;3;11/04/2024;20:08:00;29;T9; RUI;;AUSENCIA;;;;
72;3;11/04/2024;20:09:00;29;T10;SIL;;AUSENCIA;;;;
72;3;11/04/2024;20:10:00;29;T11;DIS;;AUSENCIA;;;;
40;2;7/04/2024;21:20:00;29;T1;RES;;AUSENCIA;;;;
40;2;7/04/2024;21:21:00;29;T2; SIL;;AUSENCIA;;;;
40;2;7/04/2024;21:22:00;29;T3;RUI;21:22:30;TRANSITO;Phyllostomidae SP1;NOR_GCH0001_000000_20240407211958_0650;20240407_212000.Table.1.selections;
40;2;7/04/2024;21:22:00;29;T3;RUI;21:22:32;REVISION;Phyllostomidae SP1;NOR_GCH0001_000000_20240407211958_0650;20240407_212000.Table.1.selections;
40;2;7/04/2024;21:23:00;29;T4; SIL;;AUSENCIA;;;;
40;2;7/04/2024;21:24:00;29;T5; DIS;;AUSENCIA;;;;
40;2;7/04/2024;21:25:00;29;T6; SIL;;AUSENCIA;;;;
40;2;7/04/2024;21:26:00;29;T7;RES;;AUSENCIA;;;;
40;2;7/04/2024;21:27:00;29;T8; SIL;;AUSENCIA;;;;
40;2;7/04/2024;21:28:00;29;T9; RUI;;AUSENCIA;;;;
40;2;7/04/2024;21:29:00;29;T10;SIL;;AUSENCIA;;;;
40;2;7/04/2024;21:30:00;29;T11;DIS;21:30:44;TRANSITO;Phyllostomidae SP1;NOR_GCH0001_000000_20240407212958_0651;20240407_212000.Table.1.selections;
41;2;7/04/2024;21:40:00;30;T1;DIS;;AUSENCIA;;;;
41;2;7/04/2024;21:41:00;30;T2; SIL;;AUSENCIA;;;;
41;2;7/04/2024;21:42:00;30;T3; RUI;;AUSENCIA;;;;
41;2;7/04/2024;21:43:00;30;T4; SIL;;AUSENCIA;;;;
41;2;7/04/2024;21:44:00;30;T5; RUI;;AUSENCIA;;;;
41;2;7/04/2024;21:45:00;30;T6; SIL;;AUSENCIA;;;;
41;2;7/04/2024;21:46:00;30;T7; RES;;AUSENCIA;;;;
41;2;7/04/2024;21:47:00;30;T8; SIL;;AUSENCIA;;;;
41;2;7/04/2024;21:48:00;30;T9; DIS;;AUSENCIA;;;;
41;2;7/04/2024;21:49:00;30;T10;  SIL;;AUSENCIA;;;;
41;2;7/04/2024;21:50:00;30;T11; RES;;AUSENCIA;;;;
78;3;11/04/2024;22:00:00;30;T1;DIS;;AUSENCIA;;;;
78;3;11/04/2024;22:01:00;30;T2; SIL;;AUSENCIA;;;;
78;3;11/04/2024;22:02:00;30;T3; RUI;;AUSENCIA;;;;
78;3;11/04/2024;22:03:00;30;T4; SIL;;AUSENCIA;;;;
78;3;11/04/2024;22:04:00;30;T5; RUI;;AUSENCIA;;;;
78;3;11/04/2024;22:05:00;30;T6; SIL;;AUSENCIA;;;;
78;3;11/04/2024;22:06:00;30;T7; RES;;AUSENCIA;;;;
78;3;11/04/2024;22:07:00;30;T8; SIL;;AUSENCIA;;;;
78;3;11/04/2024;22:08:00;30;T9;RUI;22:08:54;TRANSITO;Phyllostomidae S45;NOR_GCH0001_000000_20240411215957_0735;;
78;3;11/04/2024;22:09:00;30;T10;  SIL;;AUSENCIA;;;;
78;3;11/04/2024;22:10:00;30;T11; RES;;AUSENCIA;;;;
44;2;7/04/2024;22:40:00;30;T1;DIS;;AUSENCIA;;;;
44;2;7/04/2024;22:41:00;30;T2; SIL;;AUSENCIA;;;;
44;2;7/04/2024;22:42:00;30;T3; RUI;;AUSENCIA;;;;
44;2;7/04/2024;22:43:00;30;T4; SIL;;AUSENCIA;;;;
44;2;7/04/2024;22:44:00;30;T5; RUI;;AUSENCIA;;;;
44;2;7/04/2024;22:45:00;30;T6; SIL;;AUSENCIA;;;;
44;2;7/04/2024;22:46:00;30;T7; RES;;AUSENCIA;;;;
44;2;7/04/2024;22:47:00;30;T8;RES;22:47:00;TRANSITO;Phyllostomidae SP1;NOR_GCH0001_000000_20240407223956_0658;;
44;2;7/04/2024;22:47:00;30;T8;RES;22:47:01;REVISION;Phyllostomidae SP1;NOR_GCH0001_000000_20240407223956_0658;;
44;2;7/04/2024;22:48:00;30;T9; DIS;;AUSENCIA;;;;
44;2;7/04/2024;22:49:00;30;T10;  SIL;;AUSENCIA;;;;
44;2;7/04/2024;22:50:00;30;T11; RES;;AUSENCIA;;;;
45;3;8/04/2024;20:00:00;31;T1;DIS;;AUSENCIA;;;;
45;3;8/04/2024;20:01:00;31;T2;SIL;;AUSENCIA;;;;
45;3;8/04/2024;20:02:00;31;T3; RES;;AUSENCIA;;;;
45;3;8/04/2024;20:03:00;31;T4; SIL;;AUSENCIA;;;;
45;3;8/04/2024;20:04:00;31;T5; RES;;AUSENCIA;;;;
45;3;8/04/2024;20:05:00;31;T6; SIL;;AUSENCIA;;;;
45;3;8/04/2024;20:06:00;31;T7; RUI;;AUSENCIA;;;;
45;3;8/04/2024;20:07:00;31;T8; SIL;;AUSENCIA;;;;
45;3;8/04/2024;20:08:00;31;T9; RUI;;AUSENCIA;;;;
45;3;8/04/2024;20:09:00;31;T10; SIL;;AUSENCIA;;;;
45;3;8/04/2024;20:10:00;31;T11; DIS;;AUSENCIA;;;;
46;3;8/04/2024;20:20:00;32;T1;RUI;;AUSENCIA;;;;
46;3;8/04/2024;20:21:00;32;T2; SIL;;AUSENCIA;;;;
46;3;8/04/2024;20:22:00;32;T3;DIS;20:22:55;TRANSITO;VE SP1;NOR_GCH0001_000000_20240408202024_0665;;muy rapido
46;3;8/04/2024;20:23:00;32;T4; SIL;;AUSENCIA;;;;
46;3;8/04/2024;20:24:00;32;T5; RES;;AUSENCIA;;;;
46;3;8/04/2024;20:25:00;32;T6; SIL;;AUSENCIA;;;;
46;3;8/04/2024;20:26:00;32;T7;DIS;;AUSENCIA;;;;
46;3;8/04/2024;20:27:00;32;T8; SIL;;AUSENCIA;;;;
46;3;8/04/2024;20:28:00;32;T9; RES;;AUSENCIA;;;;
46;3;8/04/2024;20:29:00;32;T10; SIL;;AUSENCIA;;;;
46;3;8/04/2024;20:30:00;32;T11; RUI;;AUSENCIA;;;;
47;3;8/04/2024;20:40:00;33;T1;RES;;AUSENCIA;;;;
47;3;8/04/2024;20:41:00;33;T2; SIL;;AUSENCIA;;;;
47;3;8/04/2024;20:42:00;33;T3; RUI;;AUSENCIA;;;;
47;3;8/04/2024;20:43:00;33;T4; SIL;;AUSENCIA;;;;
47;3;8/04/2024;20:44:00;33;T5; DIS;;AUSENCIA;;;;
47;3;8/04/2024;20:45:00;33;T6; SIL;;AUSENCIA;;;;
47;3;8/04/2024;20:46:00;33;T7;RES;;AUSENCIA;;;;
47;3;8/04/2024;20:47:00;33;T8; SIL;;AUSENCIA;;;;
47;3;8/04/2024;20:48:00;33;T9; RUI;;AUSENCIA;;;;
47;3;8/04/2024;20:49:00;33;T10;SIL;;AUSENCIA;;;;
47;3;8/04/2024;20:50:00;33;T11;DIS;;AUSENCIA;;;;
48;3;8/04/2024;21:00:00;34;T1;RUI;;AUSENCIA;;;;
48;3;8/04/2024;21:01:00;34;T2; SIL;;AUSENCIA;;;;
48;3;8/04/2024;21:02:00;34;T3; RES;;AUSENCIA;;;;
48;3;8/04/2024;21:03:00;34;T4; SIL;;AUSENCIA;;;;
48;3;8/04/2024;21:04:00;34;T5; DIS;;AUSENCIA;;;;
48;3;8/04/2024;21:05:00;34;T6; SIL;;AUSENCIA;;;;
48;3;8/04/2024;21:06:00;34;T7; DIS;;AUSENCIA;;;;
48;3;8/04/2024;21:07:00;34;T8; SIL;;AUSENCIA;;;;
48;3;8/04/2024;21:08:00;34;T9; RUI;;AUSENCIA;;;;
48;3;8/04/2024;21:09:00;34;T10; SIL;;AUSENCIA;;;;
48;3;8/04/2024;21:10:00;34;T11; RES;;AUSENCIA;;;;
49;3;8/04/2024;21:20:00;35;T1;DIS;;AUSENCIA;;;;
49;3;8/04/2024;21:21:00;35;T2; SIL;;AUSENCIA;;;;
49;3;8/04/2024;21:22:00;35;T3; RUI;;AUSENCIA;;;;
49;3;8/04/2024;21:23:00;35;T4; SIL;;AUSENCIA;;;;
49;3;8/04/2024;21:24:00;35;T5; RUI;;AUSENCIA;;;;
49;3;8/04/2024;21:25:00;35;T6; SIL;;AUSENCIA;;;;
49;3;8/04/2024;21:26:00;35;T7; RES;;AUSENCIA;;;;
49;3;8/04/2024;21:27:00;35;T8; SIL;;AUSENCIA;;;;
49;3;8/04/2024;21:28:00;35;T9; DIS;;AUSENCIA;;;;
49;3;8/04/2024;21:29:00;35;T10;  SIL;;AUSENCIA;;;;
49;3;8/04/2024;21:30:00;35;T11; RES;;AUSENCIA;;;;
50;3;8/04/2024;21:40:00;36;T1;RES;;AUSENCIA;;;;
50;3;8/04/2024;21:41:00;36;T2; SIL;;AUSENCIA;;;;
50;3;8/04/2024;21:42:00;36;T3; DIS;;AUSENCIA;;;;
50;3;8/04/2024;21:43:00;36;T4; SIL ;;AUSENCIA;;;;
50;3;8/04/2024;21:44:00;36;T5;RUI;;AUSENCIA;;;;
50;3;8/04/2024;21:45:00;36;T6; SIL;;AUSENCIA;;;;
50;3;8/04/2024;21:46:00;36;T7; DIS;;AUSENCIA;;;;
50;3;8/04/2024;21:47:00;36;T8; SIL;;AUSENCIA;;;;
50;3;8/04/2024;21:48:00;36;T9; RUI;;AUSENCIA;;;;
50;3;8/04/2024;21:49:00;36;T10; SIL;;AUSENCIA;;;;
50;3;8/04/2024;21:50:00;36;T11;  RES;;AUSENCIA;;;;
51;3;8/04/2024;22:00:00;37;T1;DIS;;AUSENCIA;;;;
51;3;8/04/2024;22:01:00;37;T2; SIL;;AUSENCIA;;;;
51;3;8/04/2024;22:02:00;37;T3; RUI;;AUSENCIA;;;;
51;3;8/04/2024;22:03:00;37;T4; SIL;;AUSENCIA;;;;
51;3;8/04/2024;22:04:00;37;T5; RES;;AUSENCIA;;;;
51;3;8/04/2024;22:05:00;37;T6; SIL;;AUSENCIA;;;;
51;3;8/04/2024;22:06:00;37;T7; RES;;AUSENCIA;;;;
51;3;8/04/2024;22:07:00;37;T8; SIL;;AUSENCIA;;;;
51;3;8/04/2024;22:08:00;37;T9; DIS;;AUSENCIA;;;;
51;3;8/04/2024;22:09:00;37;T10;  SIL;;AUSENCIA;;;;
51;3;8/04/2024;22:10:00;37;T11; RUI;;AUSENCIA;;;;
52;3;8/04/2024;22:20:00;38;T1;RUI;;AUSENCIA;;;;
52;3;8/04/2024;22:21:00;38;T2; SIL;;AUSENCIA;;;;
52;3;8/04/2024;22:22:00;38;T3; RUI;;AUSENCIA;;;;
52;3;8/04/2024;22:23:00;38;T4; SIL;;AUSENCIA;;;;
52;3;8/04/2024;22:24:00;38;T5;DIS ;;AUSENCIA;;;;
52;3;8/04/2024;22:25:00;38;T6; SIL;;AUSENCIA;;;;
52;3;8/04/2024;22:26:00;38;T7;DIS;;AUSENCIA;;;;
52;3;8/04/2024;22:27:00;38;T8; SIL;;AUSENCIA;;;;
52;3;8/04/2024;22:28:00;38;T9; RES;;AUSENCIA;;;;
52;3;8/04/2024;22:29:00;38;T10; SIL;;AUSENCIA;;;;
52;3;8/04/2024;22:30:00;38;T11; RES;;AUSENCIA;;;;
53;3;8/04/2024;22:40:00;39;T1;RES;;AUSENCIA;;;;
53;3;8/04/2024;22:41:00;39;T2; SIL;;AUSENCIA;;;;
53;3;8/04/2024;22:42:00;39;T3; RUI ;;AUSENCIA;;;;
53;3;8/04/2024;22:43:00;39;T4; SIL ;;AUSENCIA;;;;
53;3;8/04/2024;22:44:00;39;T5;RES;;AUSENCIA;;;;
53;3;8/04/2024;22:45:00;39;T6; SIL;;AUSENCIA;;;;
53;3;8/04/2024;22:46:00;39;T7; DIS;;AUSENCIA;;;;
53;3;8/04/2024;22:47:00;39;T8; SIL;;AUSENCIA;;;;
53;3;8/04/2024;22:48:00;39;T9; RUI;;AUSENCIA;;;;
53;3;8/04/2024;22:49:00;39;T10; SIL;;AUSENCIA;;;;
53;3;8/04/2024;22:50:00;39;T11; DIS;;AUSENCIA;;;;
54;1;9/04/2024;20:00:00;40;T1;DIS;20:00:34;REVISION;;NOR_GCH0001_000000_20240409200000_0683;;parece thytri pero tambien podria ser un derm
54;1;9/04/2024;20:00:00;40;T1;DIS;20:00:35;TRANSITO;;NOR_GCH0001_000000_20240409200000_0683;;parece thytri pero tambien podria ser un derm
54;1;9/04/2024;20:00:00;40;T1;DIS;20:00:36;REVISION;;NOR_GCH0001_000000_20240409200000_0683;;parece thytri pero tambien podria ser un derm
54;1;9/04/2024;20:00:00;40;T1;DIS;20:00:37;TRANSITO;;NOR_GCH0001_000000_20240409200000_0683;;parece thytri pero tambien podria ser un derm
54;1;9/04/2024;20:01:00;40;T2; SIL;;AUSENCIA;;;;
54;1;9/04/2024;20:02:00;40;T3; RUI;;AUSENCIA;;;;
54;1;9/04/2024;20:03:00;40;T4; SIL;;AUSENCIA;;;;
54;1;9/04/2024;20:04:00;40;T5;DIS ;;AUSENCIA;;;;
54;1;9/04/2024;20:05:00;40;T6; SIL;;AUSENCIA;;;;
54;1;9/04/2024;20:06:00;40;T7;DIS;;AUSENCIA;;;;
54;1;9/04/2024;20:07:00;40;T8; SIL;;AUSENCIA;;;;
54;1;9/04/2024;20:08:00;40;T9;RES;20:08:58;TRANSITO;Phyllostomidae SP2;NOR_GCH0001_000000_20240409200000_0683;;muy rapido
54;1;9/04/2024;20:09:00;40;T10; SIL;;AUSENCIA;;;;
54;1;9/04/2024;20:10:00;40;T11;RES;20:10:58;TRANSITO;Phyllostomidae SP2;NOR_GCH0001_000000_20240409201000_0684;;muy rapido
55;1;9/04/2024;20:20:00;41;T1;RES;;AUSENCIA;;;;
55;1;9/04/2024;20:21:00;41;T2; SIL;;AUSENCIA;;;;
55;1;9/04/2024;20:22:00;41;T3; RUI ;;AUSENCIA;;;;
55;1;9/04/2024;20:23:00;41;T4; SIL ;;AUSENCIA;;;;
55;1;9/04/2024;20:24:00;41;T5;RES;;AUSENCIA;;;;
55;1;9/04/2024;20:25:00;41;T6; SIL;;AUSENCIA;;;;
55;1;9/04/2024;20:26:00;41;T7; DIS;;AUSENCIA;;;;
55;1;9/04/2024;20:27:00;41;T8; SIL;;AUSENCIA;;;;
55;1;9/04/2024;20:28:00;41;T9; RUI;;AUSENCIA;;;;
55;1;9/04/2024;20:29:00;41;T10; SIL;;AUSENCIA;;;;
55;1;9/04/2024;20:30:00;41;T11; DIS;;AUSENCIA;;;;
56;1;9/04/2024;20:40:00;42;T1;DIS;;AUSENCIA;;;;
56;1;9/04/2024;20:41:00;42;T2; SIL;;AUSENCIA;;;;
56;1;9/04/2024;20:42:00;42;T3; RUI;;AUSENCIA;;;;
56;1;9/04/2024;20:43:00;42;T4; SIL;;AUSENCIA;;;;
56;1;9/04/2024;20:44:00;42;T5; RES;;AUSENCIA;;;;
56;1;9/04/2024;20:45:00;42;T6; SIL;;AUSENCIA;;;;
56;1;9/04/2024;20:46:00;42;T7; RES;;AUSENCIA;;;;
56;1;9/04/2024;20:47:00;42;T8; SIL;;AUSENCIA;;;;
56;1;9/04/2024;20:48:00;42;T9; DIS;;AUSENCIA;;;;
56;1;9/04/2024;20:49:00;42;T10;  SIL;;AUSENCIA;;;;
56;1;9/04/2024;20:50:00;42;T11; RUI;;AUSENCIA;;;;
57;1;9/04/2024;21:00:00;43;T1;RES;;AUSENCIA;;;;
57;1;9/04/2024;21:01:00;43;T2; SIL;;AUSENCIA;;;;
57;1;9/04/2024;21:02:00;43;T3; DIS;;AUSENCIA;;;;
57;1;9/04/2024;21:03:00;43;T4; SIL ;;AUSENCIA;;;;
57;1;9/04/2024;21:04:00;43;T5;RUI;;AUSENCIA;;;;
57;1;9/04/2024;21:05:00;43;T6; SIL;;AUSENCIA;;;;
57;1;9/04/2024;21:06:00;43;T7; DIS;;AUSENCIA;;;;
57;1;9/04/2024;21:07:00;43;T8; SIL;;AUSENCIA;;;;
57;1;9/04/2024;21:08:00;43;T9; RUI;;AUSENCIA;;;;
57;1;9/04/2024;21:09:00;43;T10; SIL;;AUSENCIA;;;;
57;1;9/04/2024;21:10:00;43;T11;  RES;;AUSENCIA;;;;
58;1;9/04/2024;21:20:00;44;T1;RUI;;AUSENCIA;;;;
58;1;9/04/2024;21:21:00;44;T2; SIL;;AUSENCIA;;;;
58;1;9/04/2024;21:22:00;44;T3; RES;;AUSENCIA;;;;
58;1;9/04/2024;21:23:00;44;T4; SIL;;AUSENCIA;;;;
58;1;9/04/2024;21:24:00;44;T5; DIS;;AUSENCIA;;;;
58;1;9/04/2024;21:25:00;44;T6; SIL;;AUSENCIA;;;;
58;1;9/04/2024;21:26:00;44;T7; DIS;;AUSENCIA;;;;
58;1;9/04/2024;21:27:00;44;T8; SIL;;AUSENCIA;;;;
58;1;9/04/2024;21:28:00;44;T9; RUI;;AUSENCIA;;;;
58;1;9/04/2024;21:29:00;44;T10; SIL;;AUSENCIA;;;;
58;1;9/04/2024;21:30:00;44;T11; RES;;AUSENCIA;;;;
59;1;9/04/2024;21:40:00;45;T1;RES;;AUSENCIA;;;;
59;1;9/04/2024;21:41:00;45;T2; SIL;;AUSENCIA;;;;
59;1;9/04/2024;21:42:00;45;T3; RUI;;AUSENCIA;;;;
59;1;9/04/2024;21:43:00;45;T4; SIL;;AUSENCIA;;;;
59;1;9/04/2024;21:44:00;45;T5; DIS;;AUSENCIA;;;;
59;1;9/04/2024;21:45:00;45;T6; SIL;;AUSENCIA;;;;
59;1;9/04/2024;21:46:00;45;T7;RES;;AUSENCIA;;;;
59;1;9/04/2024;21:47:00;45;T8; SIL;;AUSENCIA;;;;
59;1;9/04/2024;21:48:00;45;T9; RUI;;AUSENCIA;;;;
59;1;9/04/2024;21:49:00;45;T10;SIL;;AUSENCIA;;;;
59;1;9/04/2024;21:50:00;45;T11;DIS;;AUSENCIA;;;;
60;1;9/04/2024;22:00:00;46;T1;DIS;22:00:28;TRANSITO;;NOR_GCH0001_000000_20240409215956_0695;;parece thytri pero tambien podria ser un derm
60;1;9/04/2024;22:00:00;46;T1;DIS;22:00:29;TRANSITO;;NOR_GCH0001_000000_20240409215956_0695;;parece thytri pero tambien podria ser un derm
60;1;9/04/2024;22:00:00;46;T1;DIS;22:00:30;TRANSITO;;NOR_GCH0001_000000_20240409215956_0695;;parece thytri pero tambien podria ser un derm
60;1;9/04/2024;22:00:00;46;T1;DIS;22:00:33;REVISION;;NOR_GCH0001_000000_20240409215956_0695;;parece thytri pero tambien podria ser un derm
60;1;9/04/2024;22:01:00;46;T2; SIL;;AUSENCIA;;;;
60;1;9/04/2024;22:02:00;46;T3; RUI;;AUSENCIA;;;;
60;1;9/04/2024;22:03:00;46;T4; SIL;;AUSENCIA;;;;
60;1;9/04/2024;22:04:00;46;T5; RUI;;AUSENCIA;;;;
60;1;9/04/2024;22:05:00;46;T6; SIL;;AUSENCIA;;;;
60;1;9/04/2024;22:06:00;46;T7; RES;;AUSENCIA;;;;
60;1;9/04/2024;22:07:00;46;T8; SIL;;AUSENCIA;;;;
60;1;9/04/2024;22:08:00;46;T9; DIS;;AUSENCIA;;;;
60;1;9/04/2024;22:09:00;46;T10;  SIL;;AUSENCIA;;;;
60;1;9/04/2024;22:10:00;46;T11; RES;;AUSENCIA;;;;
