index;SITIO;FECHA;HORA;playlist;Tipo;Valor
74;3;11/04/2024;20:48:00;28;T9; RUI
74;3;11/04/2024;20:49:00;28;T10; SIL
74;3;11/04/2024;20:50:00;28;T11; RES
39;2;7/04/2024;21:00:00;28;T1;RUI
39;2;7/04/2024;21:01:00;28;T2; SIL
39;2;7/04/2024;21:02:00;28;T3; RES
39;2;7/04/2024;21:03:00;28;T4; SIL
39;2;7/04/2024;21:04:00;28;T5; DIS
39;2;7/04/2024;21:05:00;28;T6; SIL
39;2;7/04/2024;21:06:00;28;T7; DIS
39;2;7/04/2024;21:07:00;28;T8; SIL
39;2;7/04/2024;21:08:00;28;T9; RUI
39;2;7/04/2024;21:09:00;28;T10; SIL
39;2;7/04/2024;21:10:00;28;T11; RES
43;2;7/04/2024;22:20:00;28;T1;RUI
43;2;7/04/2024;22:21:00;28;T2; SIL
43;2;7/04/2024;22:22:00;28;T3; RES
43;2;7/04/2024;22:23:00;28;T4; SIL
43;2;7/04/2024;22:24:00;28;T5; DIS
43;2;7/04/2024;22:25:00;28;T6; SIL
43;2;7/04/2024;22:26:00;28;T7; DIS
43;2;7/04/2024;22:27:00;28;T8; SIL
43;2;7/04/2024;22:28:00;28;T9; RUI
43;2;7/04/2024;22:29:00;28;T10; SIL
43;2;7/04/2024;22:30:00;28;T11; RES
72;3;11/04/2024;20:00:00;29;T1;RES
72;3;11/04/2024;20:01:00;29;T2; SIL
72;3;11/04/2024;20:02:00;29;T3; RUI
72;3;11/04/2024;20:03:00;29;T4; SIL
72;3;11/04/2024;20:04:00;29;T5; DIS
72;3;11/04/2024;20:05:00;29;T6; SIL
72;3;11/04/2024;20:06:00;29;T7;RES
72;3;11/04/2024;20:07:00;29;T8; SIL
72;3;11/04/2024;20:08:00;29;T9; RUI
72;3;11/04/2024;20:09:00;29;T10;SIL
72;3;11/04/2024;20:10:00;29;T11;DIS
40;2;7/04/2024;21:20:00;29;T1;RES
40;2;7/04/2024;21:21:00;29;T2; SIL
40;2;7/04/2024;21:22:00;29;T3; RUI
40;2;7/04/2024;21:23:00;29;T4; SIL
40;2;7/04/2024;21:24:00;29;T5; DIS
40;2;7/04/2024;21:25:00;29;T6; SIL
40;2;7/04/2024;21:26:00;29;T7;RES
40;2;7/04/2024;21:27:00;29;T8; SIL
40;2;7/04/2024;21:28:00;29;T9; RUI
40;2;7/04/2024;21:29:00;29;T10;SIL
40;2;7/04/2024;21:30:00;29;T11;DIS
41;2;7/04/2024;21:40:00;30;T1;DIS
41;2;7/04/2024;21:41:00;30;T2; SIL
41;2;7/04/2024;21:42:00;30;T3; RUI
41;2;7/04/2024;21:43:00;30;T4; SIL
41;2;7/04/2024;21:44:00;30;T5; RUI
41;2;7/04/2024;21:45:00;30;T6; SIL
41;2;7/04/2024;21:46:00;30;T7; RES
41;2;7/04/2024;21:47:00;30;T8; SIL
41;2;7/04/2024;21:48:00;30;T9; DIS
41;2;7/04/2024;21:49:00;30;T10;  SIL
41;2;7/04/2024;21:50:00;30;T11; RES
78;3;11/04/2024;22:00:00;30;T1;DIS
78;3;11/04/2024;22:01:00;30;T2; SIL
78;3;11/04/2024;22:02:00;30;T3; RUI
78;3;11/04/2024;22:03:00;30;T4; SIL
78;3;11/04/2024;22:04:00;30;T5; RUI
78;3;11/04/2024;22:05:00;30;T6; SIL
78;3;11/04/2024;22:06:00;30;T7; RES
78;3;11/04/2024;22:07:00;30;T8; SIL
78;3;11/04/2024;22:08:00;30;T9; DIS
78;3;11/04/2024;22:09:00;30;T10;  SIL
78;3;11/04/2024;22:10:00;30;T11; RES
44;2;7/04/2024;22:40:00;30;T1;DIS
44;2;7/04/2024;22:41:00;30;T2; SIL
44;2;7/04/2024;22:42:00;30;T3; RUI
44;2;7/04/2024;22:43:00;30;T4; SIL
44;2;7/04/2024;22:44:00;30;T5; RUI
44;2;7/04/2024;22:45:00;30;T6; SIL
44;2;7/04/2024;22:46:00;30;T7; RES
44;2;7/04/2024;22:47:00;30;T8; SIL
44;2;7/04/2024;22:48:00;30;T9; DIS
44;2;7/04/2024;22:49:00;30;T10;  SIL
44;2;7/04/2024;22:50:00;30;T11; RES
45;3;8/04/2024;20:00:00;31;T1;DIS
45;3;8/04/2024;20:01:00;31;T2;SIL
45;3;8/04/2024;20:02:00;31;T3; RES
45;3;8/04/2024;20:03:00;31;T4; SIL
45;3;8/04/2024;20:04:00;31;T5; RES
45;3;8/04/2024;20:05:00;31;T6; SIL
45;3;8/04/2024;20:06:00;31;T7; RUI
45;3;8/04/2024;20:07:00;31;T8; SIL
45;3;8/04/2024;20:08:00;31;T9; RUI
45;3;8/04/2024;20:09:00;31;T10; SIL
45;3;8/04/2024;20:10:00;31;T11; DIS
46;3;8/04/2024;20:20:00;32;T1;RUI
46;3;8/04/2024;20:21:00;32;T2; SIL
46;3;8/04/2024;20:22:00;32;T3; DIS
46;3;8/04/2024;20:23:00;32;T4; SIL
46;3;8/04/2024;20:24:00;32;T5; RES
46;3;8/04/2024;20:25:00;32;T6; SIL
46;3;8/04/2024;20:26:00;32;T7;DIS
46;3;8/04/2024;20:27:00;32;T8; SIL
46;3;8/04/2024;20:28:00;32;T9; RES
46;3;8/04/2024;20:29:00;32;T10; SIL
46;3;8/04/2024;20:30:00;32;T11; RUI
47;3;8/04/2024;20:40:00;33;T1;RES
47;3;8/04/2024;20:41:00;33;T2; SIL
47;3;8/04/2024;20:42:00;33;T3; RUI
47;3;8/04/2024;20:43:00;33;T4; SIL
47;3;8/04/2024;20:44:00;33;T5; DIS
47;3;8/04/2024;20:45:00;33;T6; SIL
47;3;8/04/2024;20:46:00;33;T7;RES
47;3;8/04/2024;20:47:00;33;T8; SIL
47;3;8/04/2024;20:48:00;33;T9; RUI
47;3;8/04/2024;20:49:00;33;T10;SIL
47;3;8/04/2024;20:50:00;33;T11;DIS
48;3;8/04/2024;21:00:00;34;T1;RUI
48;3;8/04/2024;21:01:00;34;T2; SIL
48;3;8/04/2024;21:02:00;34;T3; RES
48;3;8/04/2024;21:03:00;34;T4; SIL
48;3;8/04/2024;21:04:00;34;T5; DIS
48;3;8/04/2024;21:05:00;34;T6; SIL
48;3;8/04/2024;21:06:00;34;T7; DIS
48;3;8/04/2024;21:07:00;34;T8; SIL
48;3;8/04/2024;21:08:00;34;T9; RUI
48;3;8/04/2024;21:09:00;34;T10; SIL
48;3;8/04/2024;21:10:00;34;T11; RES
49;3;8/04/2024;21:20:00;35;T1;DIS
49;3;8/04/2024;21:21:00;35;T2; SIL
49;3;8/04/2024;21:22:00;35;T3; RUI
49;3;8/04/2024;21:23:00;35;T4; SIL
49;3;8/04/2024;21:24:00;35;T5; RUI
49;3;8/04/2024;21:25:00;35;T6; SIL
49;3;8/04/2024;21:26:00;35;T7; RES
49;3;8/04/2024;21:27:00;35;T8; SIL
49;3;8/04/2024;21:28:00;35;T9; DIS
49;3;8/04/2024;21:29:00;35;T10;  SIL
49;3;8/04/2024;21:30:00;35;T11; RES
50;3;8/04/2024;21:40:00;36;T1;RES
50;3;8/04/2024;21:41:00;36;T2; SIL
50;3;8/04/2024;21:42:00;36;T3; DIS
50;3;8/04/2024;21:43:00;36;T4; SIL 
50;3;8/04/2024;21:44:00;36;T5;RUI
50;3;8/04/2024;21:45:00;36;T6; SIL
50;3;8/04/2024;21:46:00;36;T7; DIS
50;3;8/04/2024;21:47:00;36;T8; SIL
50;3;8/04/2024;21:48:00;36;T9; RUI
50;3;8/04/2024;21:49:00;36;T10; SIL
50;3;8/04/2024;21:50:00;36;T11;  RES
51;3;8/04/2024;22:00:00;37;T1;DIS
51;3;8/04/2024;22:01:00;37;T2; SIL
51;3;8/04/2024;22:02:00;37;T3; RUI
51;3;8/04/2024;22:03:00;37;T4; SIL
51;3;8/04/2024;22:04:00;37;T5; RES
51;3;8/04/2024;22:05:00;37;T6; SIL
51;3;8/04/2024;22:06:00;37;T7; RES
51;3;8/04/2024;22:07:00;37;T8; SIL
51;3;8/04/2024;22:08:00;37;T9; DIS
51;3;8/04/2024;22:09:00;37;T10;  SIL
51;3;8/04/2024;22:10:00;37;T11; RUI
52;3;8/04/2024;22:20:00;38;T1;RUI
52;3;8/04/2024;22:21:00;38;T2; SIL
52;3;8/04/2024;22:22:00;38;T3; RUI
52;3;8/04/2024;22:23:00;38;T4; SIL
52;3;8/04/2024;22:24:00;38;T5;DIS 
52;3;8/04/2024;22:25:00;38;T6; SIL
52;3;8/04/2024;22:26:00;38;T7;DIS
52;3;8/04/2024;22:27:00;38;T8; SIL
52;3;8/04/2024;22:28:00;38;T9; RES
52;3;8/04/2024;22:29:00;38;T10; SIL
52;3;8/04/2024;22:30:00;38;T11; RES
53;3;8/04/2024;22:40:00;39;T1;RES
53;3;8/04/2024;22:41:00;39;T2; SIL
53;3;8/04/2024;22:42:00;39;T3; RUI 
53;3;8/04/2024;22:43:00;39;T4; SIL 
53;3;8/04/2024;22:44:00;39;T5;RES
53;3;8/04/2024;22:45:00;39;T6; SIL
53;3;8/04/2024;22:46:00;39;T7; DIS
53;3;8/04/2024;22:47:00;39;T8; SIL
53;3;8/04/2024;22:48:00;39;T9; RUI
53;3;8/04/2024;22:49:00;39;T10; SIL
53;3;8/04/2024;22:50:00;39;T11; DIS
54;1;9/04/2024;20:00:00;40;T1;RUI
54;1;9/04/2024;20:01:00;40;T2; SIL
54;1;9/04/2024;20:02:00;40;T3; RUI
54;1;9/04/2024;20:03:00;40;T4; SIL
54;1;9/04/2024;20:04:00;40;T5;DIS 
54;1;9/04/2024;20:05:00;40;T6; SIL
54;1;9/04/2024;20:06:00;40;T7;DIS
54;1;9/04/2024;20:07:00;40;T8; SIL
54;1;9/04/2024;20:08:00;40;T9; RES
54;1;9/04/2024;20:09:00;40;T10; SIL
54;1;9/04/2024;20:10:00;40;T11; RES
55;1;9/04/2024;20:20:00;41;T1;RES
55;1;9/04/2024;20:21:00;41;T2; SIL
55;1;9/04/2024;20:22:00;41;T3; RUI 
55;1;9/04/2024;20:23:00;41;T4; SIL 
55;1;9/04/2024;20:24:00;41;T5;RES
55;1;9/04/2024;20:25:00;41;T6; SIL
55;1;9/04/2024;20:26:00;41;T7; DIS
55;1;9/04/2024;20:27:00;41;T8; SIL
55;1;9/04/2024;20:28:00;41;T9; RUI
55;1;9/04/2024;20:29:00;41;T10; SIL
55;1;9/04/2024;20:30:00;41;T11; DIS
56;1;9/04/2024;20:40:00;42;T1;DIS
56;1;9/04/2024;20:41:00;42;T2; SIL
56;1;9/04/2024;20:42:00;42;T3; RUI
56;1;9/04/2024;20:43:00;42;T4; SIL
56;1;9/04/2024;20:44:00;42;T5; RES
56;1;9/04/2024;20:45:00;42;T6; SIL
56;1;9/04/2024;20:46:00;42;T7; RES
56;1;9/04/2024;20:47:00;42;T8; SIL
56;1;9/04/2024;20:48:00;42;T9; DIS
56;1;9/04/2024;20:49:00;42;T10;  SIL
56;1;9/04/2024;20:50:00;42;T11; RUI
57;1;9/04/2024;21:00:00;43;T1;RES
57;1;9/04/2024;21:01:00;43;T2; SIL
57;1;9/04/2024;21:02:00;43;T3; DIS
57;1;9/04/2024;21:03:00;43;T4; SIL 
57;1;9/04/2024;21:04:00;43;T5;RUI
57;1;9/04/2024;21:05:00;43;T6; SIL
57;1;9/04/2024;21:06:00;43;T7; DIS
57;1;9/04/2024;21:07:00;43;T8; SIL
57;1;9/04/2024;21:08:00;43;T9; RUI
57;1;9/04/2024;21:09:00;43;T10; SIL
57;1;9/04/2024;21:10:00;43;T11;  RES
58;1;9/04/2024;21:20:00;44;T1;RUI
58;1;9/04/2024;21:21:00;44;T2; SIL
58;1;9/04/2024;21:22:00;44;T3; RES
58;1;9/04/2024;21:23:00;44;T4; SIL
58;1;9/04/2024;21:24:00;44;T5; DIS
58;1;9/04/2024;21:25:00;44;T6; SIL
58;1;9/04/2024;21:26:00;44;T7; DIS
58;1;9/04/2024;21:27:00;44;T8; SIL
58;1;9/04/2024;21:28:00;44;T9; RUI
58;1;9/04/2024;21:29:00;44;T10; SIL
58;1;9/04/2024;21:30:00;44;T11; RES
59;1;9/04/2024;21:40:00;45;T1;RES
59;1;9/04/2024;21:41:00;45;T2; SIL
59;1;9/04/2024;21:42:00;45;T3; RUI
59;1;9/04/2024;21:43:00;45;T4; SIL
59;1;9/04/2024;21:44:00;45;T5; DIS
59;1;9/04/2024;21:45:00;45;T6; SIL
59;1;9/04/2024;21:46:00;45;T7;RES
59;1;9/04/2024;21:47:00;45;T8; SIL
59;1;9/04/2024;21:48:00;45;T9; RUI
59;1;9/04/2024;21:49:00;45;T10;SIL
59;1;9/04/2024;21:50:00;45;T11;DIS
60;1;9/04/2024;22:00:00;46;T1;DIS
60;1;9/04/2024;22:01:00;46;T2; SIL
60;1;9/04/2024;22:02:00;46;T3; RUI
60;1;9/04/2024;22:03:00;46;T4; SIL
60;1;9/04/2024;22:04:00;46;T5; RUI
60;1;9/04/2024;22:05:00;46;T6; SIL
60;1;9/04/2024;22:06:00;46;T7; RES
60;1;9/04/2024;22:07:00;46;T8; SIL
60;1;9/04/2024;22:08:00;46;T9; DIS
60;1;9/04/2024;22:09:00;46;T10;  SIL
60;1;9/04/2024;22:10:00;46;T11; RES
61;1;9/04/2024;22:20:00;47;T1;DIS
61;1;9/04/2024;22:21:00;47;T2;SIL
61;1;9/04/2024;22:22:00;47;T3; RES
61;1;9/04/2024;22:23:00;47;T4; SIL
61;1;9/04/2024;22:24:00;47;T5; RES
61;1;9/04/2024;22:25:00;47;T6; SIL
61;1;9/04/2024;22:26:00;47;T7; RUI
61;1;9/04/2024;22:27:00;47;T8; SIL
61;1;9/04/2024;22:28:00;47;T9; RUI
61;1;9/04/2024;22:29:00;47;T10; SIL
61;1;9/04/2024;22:30:00;47;T11; DIS
62;1;9/04/2024;22:40:00;48;T1;RUI
62;1;9/04/2024;22:41:00;48;T2; SIL
62;1;9/04/2024;22:42:00;48;T3; RES
62;1;9/04/2024;22:43:00;48;T4; SIL
62;1;9/04/2024;22:44:00;48;T5; DIS
62;1;9/04/2024;22:45:00;48;T6; SIL
62;1;9/04/2024;22:46:00;48;T7;RES
62;1;9/04/2024;22:47:00;48;T8; SIL
62;1;9/04/2024;22:48:00;48;T9; RUI
62;1;9/04/2024;22:49:00;48;T10;SIL
62;1;9/04/2024;22:50:00;48;T11;DIS
69;2;10/04/2024;22:00:00;49;T1;RES
69;2;10/04/2024;22:01:00;49;T2; SIL
69;2;10/04/2024;22:02:00;49;T3; RES
69;2;10/04/2024;22:03:00;49;T4; SIL 
69;2;10/04/2024;22:04:00;49;T5;RUI
69;2;10/04/2024;22:05:00;49;T6; SIL
69;2;10/04/2024;22:06:00;49;T7; DIS
69;2;10/04/2024;22:07:00;49;T8; SIL
69;2;10/04/2024;22:08:00;49;T9; RUI
69;2;10/04/2024;22:09:00;49;T10; SIL
69;2;10/04/2024;22:10:00;49;T11;  DIS
70;2;10/04/2024;22:20:00;50;T1;DIS
70;2;10/04/2024;22:21:00;50;T2;SIL
70;2;10/04/2024;22:22:00;50;T3; RES
70;2;10/04/2024;22:23:00;50;T4; SIL
70;2;10/04/2024;22:24:00;50;T5;RUI 
70;2;10/04/2024;22:25:00;50;T6; SIL
70;2;10/04/2024;22:26:00;50;T7;RES 
70;2;10/04/2024;22:27:00;50;T8; SIL
70;2;10/04/2024;22:28:00;50;T9; RUI
70;2;10/04/2024;22:29:00;50;T10; SIL
70;2;10/04/2024;22:30:00;50;T11; DIS
71;2;10/04/2024;22:40:00;51;T1;RES
71;2;10/04/2024;22:41:00;51;T2; SIL
71;2;10/04/2024;22:42:00;51;T3; RES
71;2;10/04/2024;22:43:00;51;T4; SIL
71;2;10/04/2024;22:44:00;51;T5; DIS
71;2;10/04/2024;22:45:00;51;T6; SIL
71;2;10/04/2024;22:46:00;51;T7;RUI
71;2;10/04/2024;22:47:00;51;T8; SIL
71;2;10/04/2024;22:48:00;51;T9; RUI
71;2;10/04/2024;22:49:00;51;T10;SIL
71;2;10/04/2024;22:50:00;51;T11;DIS
80;3;11/04/2024;22:40:00;52;T1;RUI
80;3;11/04/2024;22:41:00;52;T2; SIL
80;3;11/04/2024;22:42:00;52;T3; RUI
80;3;11/04/2024;22:43:00;52;T4; SIL
80;3;11/04/2024;22:44:00;52;T5; DIS
80;3;11/04/2024;22:45:00;52;T6; SIL
80;3;11/04/2024;22:46:00;52;T7; RES
80;3;11/04/2024;22:47:00;52;T8; SIL
80;3;11/04/2024;22:48:00;52;T9;DIS
80;3;11/04/2024;22:49:00;52;T10; SIL
80;3;11/04/2024;22:50:00;52;T11; RES
79;3;11/04/2024;22:20:00;53;T1;RES
79;3;11/04/2024;22:21:00;53;T2; SIL
79;3;11/04/2024;22:22:00;53;T3; RUI
79;3;11/04/2024;22:23:00;53;T4; SIL
79;3;11/04/2024;22:24:00;53;T5;RES 
79;3;11/04/2024;22:25:00;53;T6; SIL
79;3;11/04/2024;22:26:00;53;T7;DIS
79;3;11/04/2024;22:27:00;53;T8; SIL
79;3;11/04/2024;22:28:00;53;T9; RUI
79;3;11/04/2024;22:29:00;53;T10;SIL
79;3;11/04/2024;22:30:00;53;T11;DIS
75;3;11/04/2024;21:00:00;54;T1;DIS
75;3;11/04/2024;21:01:00;54;T2; SIL
75;3;11/04/2024;21:02:00;54;T3;DIS
75;3;11/04/2024;21:03:00;54;T4; SIL
75;3;11/04/2024;21:04:00;54;T5; RUI
75;3;11/04/2024;21:05:00;54;T6; SIL
75;3;11/04/2024;21:06:00;54;T7; RES
75;3;11/04/2024;21:07:00;54;T8; SIL
75;3;11/04/2024;21:08:00;54;T9; RUI 
75;3;11/04/2024;21:09:00;54;T10;  SIL
75;3;11/04/2024;21:10:00;54;T11; RES
